image_id,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young,x_1,y_1,width,height,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y,identity_id,image_path,crop_path,lefteye_x_crop,lefteye_y_crop,righteye_x_crop,righteye_y_crop,nose_x_crop,nose_y_crop,leftmouth_x_crop,leftmouth_y_crop,rightmouth_x_crop,rightmouth_y_crop,aligned_path,lefteye_x_pred,lefteye_y_pred,righteye_x_pred,righteye_y_pred,nose_x_pred,nose_y_pred,leftmouth_x_pred,leftmouth_y_pred,rightmouth_x_pred,rightmouth_y_pred
010833.jpg,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,151,322,497,688,304,570,514,551,438,697,324,761,526,736,7013,/content/celeba/Part 2/Part 2/010833.jpg,/content/celeba/prepared_data/cropped_faces/010833.jpg,39.40442657470703,46.13953399658203,93.48893737792969,42.604652404785156,73.91548919677734,69.76744079589844,44.55533218383789,81.6744155883789,96.57947540283203,77.02325439453125,/content/celeba/prepared_data/aligned_faces/pred/010833.jpg,40.0,46.0,94.0,42.0,74.0,70.0,46.0,82.0,96.0,76.0
010871.jpg,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,218,80,179,248,273,170,355,166,310,220,275,239,361,234,2847,/content/celeba/Part 2/Part 2/010871.jpg,/content/celeba/prepared_data/cropped_faces/010871.jpg,39.32960891723633,46.45161437988281,97.96648406982422,44.3870964050293,65.78771209716797,72.25806427001953,40.7597770690918,82.06451416015625,102.2569808959961,79.48387145996094,/content/celeba/prepared_data/aligned_faces/pred/010871.jpg,40.0,46.0,96.0,44.0,66.0,72.0,42.0,82.0,102.0,80.0
010895.jpg,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,723,1,512,709,881,240,1050,220,965,332,908,409,1042,417,861,/content/celeba/Part 2/Part 2/010895.jpg,/content/celeba/prepared_data/cropped_faces/010895.jpg,39.5,43.148094177246094,81.75,39.537376403808594,60.5,59.75740432739258,46.25,73.65867614746094,79.75,75.10295867919922,/content/celeba/prepared_data/aligned_faces/pred/010895.jpg,40.0,46.0,82.0,40.0,60.0,60.0,46.0,80.0,80.0,76.0
010912.jpg,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,541,145,533,738,705,411,932,459,785,587,667,616,894,664,6633,/content/celeba/Part 2/Part 2/010912.jpg,/content/celeba/prepared_data/cropped_faces/010912.jpg,39.38461685180664,46.135501861572266,93.89868927001953,54.4607048034668,58.596622467041016,76.66124725341797,30.2589111328125,81.69105529785156,84.77297973632812,90.0162582397461,/content/celeba/prepared_data/aligned_faces/pred/010912.jpg,40.0,46.0,94.0,54.0,60.0,76.0,30.0,82.0,84.0,90.0
010929.jpg,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,157,63,109,151,191,118,234,124,208,146,190,160,227,164,2509,/content/celeba/Part 2/Part 2/010929.jpg,/content/celeba/prepared_data/cropped_faces/010929.jpg,39.926605224609375,46.62251663208008,90.4220199584961,51.70861053466797,59.88990783691406,70.35761260986328,38.75229263305664,82.22516632080078,82.20183563232422,85.61589050292969,/content/celeba/prepared_data/aligned_faces/pred/010929.jpg,40.0,46.0,90.0,52.0,60.0,70.0,38.0,82.0,82.0,86.0
010937.jpg,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,264,53,208,288,328,157,400,158,362,204,333,237,390,237,1103,/content/celeba/Part 2/Part 2/010937.jpg,/content/celeba/prepared_data/cropped_faces/010937.jpg,39.38461685180664,46.22222137451172,83.69230651855469,46.66666793823242,60.30769348144531,67.11111450195312,42.46154022216797,81.77777862548828,77.53845977783203,81.77777862548828,/content/celeba/prepared_data/aligned_faces/pred/010937.jpg,40.0,46.0,84.0,46.0,60.0,68.0,42.0,82.0,76.0,82.0
010939.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,275,322,367,508,388,505,538,499,445,595,403,646,556,640,1305,/content/celeba/Part 2/Part 2/010939.jpg,/content/celeba/prepared_data/cropped_faces/010939.jpg,39.41144561767578,46.11023712158203,91.72752380371094,44.598426818847656,59.29155349731445,68.78739929199219,44.64305114746094,81.6377944946289,98.00544738769531,80.12598419189453,/content/celeba/prepared_data/aligned_faces/pred/010939.jpg,40.0,46.0,92.0,44.0,60.0,68.0,44.0,82.0,98.0,80.0
010960.jpg,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,288,237,367,508,401,420,532,401,456,520,443,555,558,542,8943,/content/celeba/Part 2/Part 2/010960.jpg,/content/celeba/prepared_data/cropped_faces/010960.jpg,39.41144561767578,46.11023712158203,85.10081481933594,41.32283401489258,58.5940055847168,71.30708312988281,54.05994415283203,80.12598419189453,94.16893768310547,76.85039520263672,/content/celeba/prepared_data/aligned_faces/pred/010960.jpg,40.0,46.0,86.0,42.0,58.0,72.0,54.0,80.0,94.0,76.0
010971.jpg,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,403,282,515,713,561,539,750,491,648,606,606,728,795,689,4126,/content/celeba/Part 2/Part 2/010971.jpg,/content/celeba/prepared_data/cropped_faces/010971.jpg,39.269901275634766,46.137447357177734,86.24465942382812,37.52033615112305,60.89320373535156,58.165496826171875,50.454368591308594,80.06732177734375,97.42912292480469,73.06591796875,/content/celeba/prepared_data/aligned_faces/pred/010971.jpg,40.0,46.0,86.0,38.0,60.0,58.0,50.0,80.0,96.0,72.0
010987.jpg,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,673,168,588,814,854,462,1057,451,965,585,885,685,1050,677,9211,/content/celeba/Part 2/Part 2/010987.jpg,/content/celeba/prepared_data/cropped_faces/010987.jpg,39.40135955810547,46.23095703125,83.59183502197266,44.50122833251953,63.56462478637695,65.57247924804688,46.149658203125,81.29729461669922,82.06802368164062,80.03931427001953,/content/celeba/prepared_data/aligned_faces/pred/010987.jpg,40.0,46.0,84.0,44.0,62.0,66.0,46.0,82.0,82.0,80.0
010999.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,171,42,146,202,216,115,269,114,244,145,219,171,266,169,3745,/content/celeba/Part 2/Part 2/010999.jpg,/content/celeba/prepared_data/cropped_faces/010999.jpg,39.45205307006836,46.25742721557617,85.91780853271484,45.62376403808594,64.0,65.26732635498047,42.082191467285156,81.7425765991211,83.28767395019531,80.47525024414062,/content/celeba/prepared_data/aligned_faces/pred/010999.jpg,40.0,46.0,86.0,46.0,64.0,66.0,42.0,82.0,84.0,80.0
011022.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,790,367,1032,1429,1108,883,1474,899,1311,1140,1108,1280,1458,1296,21,/content/celeba/Part 2/Part 2/011022.jpg,/content/celeba/prepared_data/cropped_faces/011022.jpg,39.44186019897461,46.21973419189453,84.83721160888672,47.65290451049805,64.62015533447266,69.24002838134766,39.44186019897461,81.78026580810547,82.85271453857422,83.21343231201172,/content/celeba/prepared_data/aligned_faces/pred/011022.jpg,40.0,46.0,84.0,48.0,64.0,68.0,38.0,82.0,82.0,84.0
011029.jpg,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,316,108,81,112,341,148,371,144,360,162,346,179,375,173,873,/content/celeba/Part 2/Part 2/011029.jpg,/content/celeba/prepared_data/cropped_faces/011029.jpg,39.50617218017578,45.71428680419922,86.91358184814453,41.14285659790039,69.5308609008789,61.71428680419922,47.407405853271484,81.14286041259766,93.23456573486328,74.28571319580078,/content/celeba/prepared_data/aligned_faces/pred/011029.jpg,40.0,46.0,90.0,42.0,70.0,62.0,48.0,80.0,94.0,74.0
011042.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,78,13,104,144,110,65,145,59,128,79,120,104,149,99,3475,/content/celeba/Part 2/Part 2/011042.jpg,/content/celeba/prepared_data/cropped_faces/011042.jpg,39.38461685180664,46.22222137451172,82.46154022216797,40.88888931274414,61.53845977783203,58.66666793823242,51.69230651855469,80.88888549804688,87.38461303710938,76.44444274902344,/content/celeba/prepared_data/aligned_faces/pred/011042.jpg,40.0,46.0,84.0,40.0,62.0,58.0,50.0,82.0,86.0,76.0
011061.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,50,113,244,338,125,235,218,241,170,288,133,329,208,329,5449,/content/celeba/Part 2/Part 2/011061.jpg,/content/celeba/prepared_data/cropped_faces/011061.jpg,39.344261169433594,46.2011833190918,88.13114929199219,48.47337341308594,62.95082092285156,66.27218627929688,43.540985107421875,81.79881286621094,82.88524627685547,81.79881286621094,/content/celeba/prepared_data/aligned_faces/pred/011061.jpg,40.0,46.0,86.0,48.0,62.0,66.0,42.0,82.0,82.0,82.0
011084.jpg,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,122,109,195,270,182,206,249,204,220,233,199,281,248,278,5173,/content/celeba/Part 2/Part 2/011084.jpg,/content/celeba/prepared_data/cropped_faces/011084.jpg,39.38461685180664,45.98518371582031,83.36410522460938,45.03703689575195,64.32820892333984,58.785186767578125,50.5435905456543,81.54074096679688,82.70769500732422,80.11851501464844,/content/celeba/prepared_data/aligned_faces/pred/011084.jpg,40.0,46.0,82.0,46.0,66.0,58.0,50.0,82.0,82.0,80.0
011088.jpg,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,317,311,361,500,428,492,577,471,521,579,463,631,588,608,861,/content/celeba/Part 2/Part 2/011088.jpg,/content/celeba/prepared_data/cropped_faces/011088.jpg,39.35734176635742,46.33599853515625,92.18836212158203,40.959999084472656,72.33241271972656,68.60800170898438,51.76731491088867,81.91999816894531,96.0886459350586,76.03199768066406,/content/celeba/prepared_data/aligned_faces/pred/011088.jpg,40.0,46.0,92.0,40.0,72.0,70.0,52.0,82.0,96.0,76.0
011116.jpg,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,28,104,144,80,80,116,80,99,103,82,120,115,117,6562,/content/celeba/Part 2/Part 2/011116.jpg,/content/celeba/prepared_data/cropped_faces/011116.jpg,39.38461685180664,46.22222137451172,83.69230651855469,46.22222137451172,62.769229888916016,66.66666412353516,41.846153259277344,81.77777862548828,82.46154022216797,79.11111450195312,/content/celeba/prepared_data/aligned_faces/pred/011116.jpg,40.0,46.0,84.0,48.0,62.0,66.0,42.0,82.0,82.0,80.0
011142.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,152,129,138,191,194,198,240,187,195,207,194,247,229,240,4991,/content/celeba/Part 2/Part 2/011142.jpg,/content/celeba/prepared_data/cropped_faces/011142.jpg,38.956520080566406,46.24083709716797,81.6231918334961,38.869110107421875,39.884056091308594,52.27225112915039,38.956520080566406,79.07853698730469,71.4202880859375,74.38743591308594,/content/celeba/prepared_data/aligned_faces/pred/011142.jpg,40.0,46.0,82.0,38.0,40.0,54.0,40.0,78.0,72.0,74.0
011147.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,488,325,762,1055,722,706,973,658,813,844,786,999,989,946,1025,/content/celeba/Part 2/Part 2/011147.jpg,/content/celeba/prepared_data/cropped_faces/011147.jpg,39.30708694458008,46.22559356689453,81.46981811523438,40.40189743041992,54.59317398071289,62.968719482421875,50.057743072509766,81.77440643310547,84.15747833251953,75.34407806396484,/content/celeba/prepared_data/aligned_faces/pred/011147.jpg,40.0,46.0,82.0,40.0,54.0,62.0,50.0,82.0,84.0,76.0
011157.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,332,90,348,482,439,264,590,288,497,382,436,398,582,418,3485,/content/celeba/Part 2/Part 2/011157.jpg,/content/celeba/prepared_data/cropped_faces/011157.jpg,39.3563232421875,46.20746994018555,94.89655303955078,52.58091354370117,60.68965530395508,77.54357147216797,38.252872467041016,81.79253387451172,91.95402526855469,87.1037368774414,/content/celeba/prepared_data/aligned_faces/pred/011157.jpg,40.0,46.0,96.0,52.0,62.0,78.0,38.0,82.0,92.0,88.0
011161.jpg,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,568,51,320,443,666,211,779,216,734,289,672,334,764,336,6065,/content/celeba/Part 2/Part 2/011161.jpg,/content/celeba/prepared_data/cropped_faces/011161.jpg,39.20000076293945,46.230247497558594,84.4000015258789,47.67494201660156,66.4000015258789,68.76749420166016,41.599998474121094,81.7697525024414,78.4000015258789,82.3476333618164,/content/celeba/prepared_data/aligned_faces/pred/011161.jpg,40.0,46.0,84.0,48.0,66.0,68.0,42.0,82.0,78.0,82.0
011165.jpg,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,125,61,143,198,169,132,222,130,197,163,177,187,219,185,5504,/content/celeba/Part 2/Part 2/011165.jpg,/content/celeba/prepared_data/cropped_faces/011165.jpg,39.38461685180664,45.898990631103516,86.8251724243164,44.60606002807617,64.44755554199219,65.93939208984375,46.54545593261719,81.45454406738281,84.13986206054688,80.16161346435547,/content/celeba/prepared_data/aligned_faces/pred/011165.jpg,40.0,46.0,86.0,44.0,64.0,66.0,46.0,80.0,84.0,80.0
011168.jpg,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,59,80,231,320,130,196,216,194,170,257,140,281,213,283,8566,/content/celeba/Part 2/Part 2/011168.jpg,/content/celeba/prepared_data/cropped_faces/011168.jpg,39.34199142456055,46.400001525878906,86.99567413330078,45.599998474121094,61.506492614746094,70.80000305175781,44.88311767578125,80.4000015258789,85.33333587646484,81.19999694824219,/content/celeba/prepared_data/aligned_faces/pred/011168.jpg,40.0,46.0,86.0,46.0,62.0,72.0,44.0,82.0,84.0,82.0
011183.jpg,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,75,133,304,421,169,285,280,288,236,364,176,402,270,400,4811,/content/celeba/Part 2/Part 2/011183.jpg,/content/celeba/prepared_data/cropped_faces/011183.jpg,39.578948974609375,46.213775634765625,86.31578826904297,47.125892639160156,67.78947448730469,70.23278045654297,42.52631759643555,81.78622436523438,82.10526275634766,81.17814636230469,/content/celeba/prepared_data/aligned_faces/pred/011183.jpg,40.0,46.0,86.0,46.0,68.0,72.0,42.0,82.0,82.0,82.0
011219.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,316,428,624,864,508,740,744,681,634,885,563,968,802,921,5313,/content/celeba/Part 2/Part 2/011219.jpg,/content/celeba/prepared_data/cropped_faces/011219.jpg,39.38461685180664,46.22222137451172,87.79486846923828,37.48147964477539,65.23076629638672,67.70370483398438,50.66666793823242,80.0,99.69230651855469,73.03704071044922,/content/celeba/prepared_data/aligned_faces/pred/011219.jpg,40.0,46.0,88.0,38.0,66.0,68.0,50.0,80.0,102.0,72.0
011222.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245,109,348,482,352,283,462,279,408,373,366,413,454,413,5391,/content/celeba/Part 2/Part 2/011222.jpg,/content/celeba/prepared_data/cropped_faces/011222.jpg,39.3563232421875,46.20746994018555,79.81609344482422,45.14522933959961,59.95402145385742,70.1078872680664,44.5057487487793,80.73029327392578,76.87356567382812,80.73029327392578,/content/celeba/prepared_data/aligned_faces/pred/011222.jpg,40.0,46.0,80.0,46.0,60.0,70.0,42.0,82.0,76.0,82.0
011258.jpg,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,157,88,117,162,193,146,235,155,209,182,187,191,231,196,10008,/content/celeba/Part 2/Part 2/011258.jpg,/content/celeba/prepared_data/cropped_faces/011258.jpg,39.38461685180664,45.8271598815918,85.33333587646484,52.938270568847656,56.88888931274414,74.2716064453125,32.82051467895508,81.3827133178711,80.95726776123047,85.33333587646484,/content/celeba/prepared_data/aligned_faces/pred/011258.jpg,40.0,46.0,86.0,52.0,58.0,74.0,32.0,82.0,80.0,86.0
011293.jpg,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,425,90,257,356,504,219,587,219,545,280,513,318,577,318,8564,/content/celeba/Part 2/Part 2/011293.jpg,/content/celeba/prepared_data/cropped_faces/011293.jpg,39.3463020324707,46.382022857666016,80.68482208251953,46.382022857666016,59.766536712646484,68.31460571289062,43.828792572021484,81.97753143310547,75.70427703857422,81.97753143310547,/content/celeba/prepared_data/aligned_faces/pred/011293.jpg,40.0,46.0,80.0,46.0,60.0,66.0,44.0,82.0,76.0,82.0
011312.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,310,360,549,760,479,634,719,641,578,785,464,844,730,852,303,/content/celeba/Part 2/Part 2/011312.jpg,/content/celeba/prepared_data/cropped_faces/011312.jpg,39.402549743652344,46.147369384765625,95.35883331298828,47.326316833496094,62.48451614379883,71.57894897460938,35.90528106689453,81.51579284667969,97.92350006103516,82.8631591796875,/content/celeba/prepared_data/aligned_faces/pred/011312.jpg,40.0,46.0,96.0,46.0,62.0,72.0,36.0,82.0,98.0,82.0
011333.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,503,99,250,346,580,224,680,234,615,295,578,320,666,328,8485,/content/celeba/Part 2/Part 2/011333.jpg,/content/celeba/prepared_data/cropped_faces/011333.jpg,39.42399978637695,46.242774963378906,90.6240005493164,49.942195892333984,57.34400177001953,72.5086669921875,38.400001525878906,81.7572250366211,83.45600128173828,84.71676635742188,/content/celeba/prepared_data/aligned_faces/pred/011333.jpg,40.0,46.0,90.0,50.0,58.0,72.0,38.0,82.0,84.0,84.0
011341.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,37,33,135,187,79,101,127,105,103,128,78,153,123,156,10000,/content/celeba/Part 2/Part 2/011341.jpg,/content/celeba/prepared_data/cropped_faces/011341.jpg,39.82222366333008,46.54545593261719,85.33333587646484,49.28342056274414,62.57777786254883,65.02674102783203,38.87407302856445,82.1390380859375,81.54074096679688,84.19251251220703,/content/celeba/prepared_data/aligned_faces/pred/011341.jpg,40.0,46.0,86.0,50.0,64.0,66.0,40.0,82.0,82.0,84.0
011343.jpg,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,75,82,291,403,165,228,281,197,242,290,191,340,312,305,1051,/content/celeba/Part 2/Part 2/011343.jpg,/content/celeba/prepared_data/cropped_faces/011343.jpg,39.58762741088867,46.37220764160156,90.61168670654297,36.52605438232422,73.45704650878906,66.06451416015625,51.02405548095703,81.9454116821289,104.24742126464844,70.82878112792969,/content/celeba/prepared_data/aligned_faces/pred/011343.jpg,40.0,46.0,90.0,38.0,74.0,66.0,50.0,82.0,104.0,70.0
011359.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,167,125,146,202,212,198,256,206,245,238,203,254,246,261,3858,/content/celeba/Part 2/Part 2/011359.jpg,/content/celeba/prepared_data/cropped_faces/011359.jpg,39.45205307006836,46.25742721557617,78.02739715576172,51.32673263549805,68.38356018066406,71.60395812988281,31.561643600463867,81.7425765991211,69.2602767944336,86.17821502685547,/content/celeba/prepared_data/aligned_faces/pred/011359.jpg,40.0,46.0,78.0,52.0,68.0,72.0,30.0,82.0,70.0,86.0
011370.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,138,42,195,270,198,139,264,136,226,169,201,214,266,205,1854,/content/celeba/Part 2/Part 2/011370.jpg,/content/celeba/prepared_data/cropped_faces/011370.jpg,39.38461685180664,45.98518371582031,82.70769500732422,44.56296157836914,57.764102935791016,60.2074089050293,41.35384750366211,81.54074096679688,84.02051544189453,77.2740707397461,/content/celeba/prepared_data/aligned_faces/pred/011370.jpg,40.0,46.0,82.0,44.0,58.0,60.0,42.0,82.0,84.0,78.0
011374.jpg,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,117,96,161,223,167,177,235,163,210,217,175,238,248,225,6714,/content/celeba/Part 2/Part 2/011374.jpg,/content/celeba/prepared_data/cropped_faces/011374.jpg,39.75155258178711,46.4932746887207,93.81366729736328,38.4573974609375,73.9378890991211,69.45291137695312,46.11180114746094,81.50672912597656,104.1490707397461,74.04484558105469,/content/celeba/prepared_data/aligned_faces/pred/011374.jpg,40.0,46.0,92.0,40.0,74.0,70.0,46.0,82.0,104.0,74.0
011378.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,346,136,315,436,443,293,546,322,498,395,405,414,500,437,3751,/content/celeba/Part 2/Part 2/011378.jpg,/content/celeba/prepared_data/cropped_faces/011378.jpg,39.41587448120117,46.09174346923828,81.26984405517578,54.60550308227539,61.765079498291016,76.03669738769531,23.9746036529541,81.61467742919922,62.57777786254883,88.36697387695312,/content/celeba/prepared_data/aligned_faces/pred/011378.jpg,40.0,46.0,80.0,54.0,62.0,76.0,24.0,82.0,62.0,88.0
011412.jpg,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,264,187,198,274,325,286,387,296,353,336,298,359,358,372,10023,/content/celeba/Part 2/Part 2/011412.jpg,/content/celeba/prepared_data/cropped_faces/011412.jpg,39.43434524536133,46.24817657470703,79.51515197753906,50.919708251953125,57.53535461425781,69.60584259033203,21.97979736328125,80.3503646850586,60.767677307128906,86.42335510253906,/content/celeba/prepared_data/aligned_faces/pred/011412.jpg,40.0,46.0,80.0,50.0,60.0,70.0,22.0,80.0,60.0,86.0
